date,PriceUSD
2018-12-09,92.994
2018-12-10,89.3386
2018-12-11,87.142
2018-12-12,88.8542
2018-12-13,85.0301
2018-12-14,83.0865
2018-12-15,82.8302
2018-12-16,83.7854
2018-12-17,93.8437
2018-12-18,100.278
2018-12-19,99.9495
2018-12-20,114.084
2018-12-21,107.812
2018-12-22,115.23
2018-12-23,129.694
2018-12-24,140.372
2018-12-25,127.92
2018-12-26,130.309
2018-12-27,114.117
2018-12-28,135.222
2018-12-29,140.099
2018-12-30,138.402
2018-12-31,130.79
2019-01-01,139.155
2019-01-02,154.426
2019-01-03,147.062
2019-01-04,153.442
2019-01-05,154.302
2019-01-06,155.94
2019-01-07,150.346
2019-01-08,149.053
2019-01-09,149.63
2019-01-10,126.93
2019-01-11,124.971
2019-01-12,124.329
2019-01-13,115.34
2019-01-14,128.324
2019-01-15,120.33
2019-01-16,122.421
2019-01-17,122.648
2019-01-18,119.485
2019-01-19,123.488
2019-01-20,117.515
2019-01-21,115.919
2019-01-22,117.976
2019-01-23,116.313
2019-01-24,116.326
2019-01-25,114.967
2019-01-26,115.04
2019-01-27,111.822
2019-01-28,105.667
2019-01-29,104.228
2019-01-30,107.67
2019-01-31,105.739
2019-02-01,106.635
2019-02-02,108.571
2019-02-03,106.022
2019-02-04,106.027
2019-02-05,106.136
2019-02-06,103.395
2019-02-07,103.299
2019-02-08,117.501
2019-02-09,118.104
2019-02-10,123.578
2019-02-11,119.727
2019-02-12,120.829
2019-02-13,120.69
2019-02-14,119.681
2019-02-15,120.36
2019-02-16,121.805
2019-02-17,132.806
2019-02-18,144.415
2019-02-19,143.137
2019-02-20,147.192
2019-02-21,143.601
2019-02-22,147.063
2019-02-23,157.53
2019-02-24,135.383
2019-02-25,137.925
2019-02-26,135.726
2019-02-27,133.997
2019-02-28,134.755
2019-03-01,134.865
2019-03-02,132.197
2019-03-03,129.646
2019-03-04,125.12
2019-03-05,135.708
2019-03-06,137.182
2019-03-07,136.142
2019-03-08,132.441
2019-03-09,136.297
2019-03-10,135.226
2019-03-11,132.08
2019-03-12,132.696
2019-03-13,131.134
2019-03-14,131.309
2019-03-15,135.603
2019-03-16,140.629
2019-03-17,138.143
2019-03-18,137.063
2019-03-19,137.928
2019-03-20,138.686
2019-03-21,134.587
2019-03-22,135.893
2019-03-23,136.475
2019-03-24,135.419
2019-03-25,133.093
2019-03-26,133.164
2019-03-27,139.215
2019-03-28,137.337
2019-03-29,142.369
2019-03-30,142.108
2019-03-31,141.277
2019-04-01,141.296
2019-04-02,165.467
2019-04-03,160.24
2019-04-04,157.866
2019-04-05,165.939
2019-04-06,165.409
2019-04-07,174.464
2019-04-08,180.78
2019-04-09,175.958
2019-04-10,177.475
2019-04-11,165.55
2019-04-12,164.892
2019-04-13,164.129
2019-04-14,168.013
2019-04-15,160.557
2019-04-16,166.662
2019-04-17,166.364
2019-04-18,173.546
2019-04-19,173.653
2019-04-20,173.215
2019-04-21,169.946
2019-04-22,171.565
2019-04-23,170.937
2019-04-24,165.142
2019-04-25,152.045
2019-04-26,152.961
2019-04-27,155.727
2019-04-28,153.252
2019-04-29,152.545
2019-04-30,159.939
2019-05-01,158.223
2019-05-02,159.192
2019-05-03,164.695
2019-05-04,162.037
2019-05-05,161.486
2019-05-06,172.069
2019-05-07,170.05
2019-05-08,169.559
2019-05-09,170.25
2019-05-10,172.222
2019-05-11,199.607
2019-05-12,187.184
2019-05-13,195.825
2019-05-14,218.215
2019-05-15,249.061
2019-05-16,263.38
2019-05-17,242.264
2019-05-18,234.841
2019-05-19,261.974
2019-05-20,252.417
2019-05-21,256.818
2019-05-22,244.551
2019-05-23,245.84
2019-05-24,248.839
2019-05-25,251.888
2019-05-26,268.294
2019-05-27,272.616
2019-05-28,271.223
2019-05-29,269.328
2019-05-30,254.294
2019-05-31,266.574
2019-06-01,265.14
2019-06-02,269.967
2019-06-03,251.058
2019-06-04,239.457
2019-06-05,246.338
2019-06-06,247.489
2019-06-07,250.226
2019-06-08,244.626
2019-06-09,231.04
2019-06-10,246.746
2019-06-11,245.801
2019-06-12,259.657
2019-06-13,255.336
2019-06-14,264.763
2019-06-15,269.057
2019-06-16,269.849
2019-06-17,273.714
2019-06-18,263.702
2019-06-19,268.937
2019-06-20,272.138
2019-06-21,294.853
2019-06-22,308.01
2019-06-23,306.554
2019-06-24,309.799
2019-06-25,316.172
2019-06-26,334.035
2019-06-27,293.215
2019-06-28,309.446
2019-06-29,318.53
2019-06-30,291.661
2019-07-01,293.862
2019-07-02,290.572
2019-07-03,302.057
2019-07-04,283.489
2019-07-05,287.859
2019-07-06,287.274
2019-07-07,306.199
2019-07-08,313.326
2019-07-09,308.343
2019-07-10,288.731
2019-07-11,267.537
2019-07-12,275.873
2019-07-13,268.689
2019-07-14,230.336
2019-07-15,230.578
2019-07-16,199.002
2019-07-17,210.931
2019-07-18,227.242
2019-07-19,221.031
2019-07-20,230.672
2019-07-21,225.672
2019-07-22,217.014
2019-07-23,212.361
2019-07-24,216.848
2019-07-25,219.639
2019-07-26,219.365
2019-07-27,206.646
2019-07-28,210.928
2019-07-29,210.841
2019-07-30,210.03
2019-07-31,218.088
2019-08-01,217.353
2019-08-02,217.667
2019-08-03,221.835
2019-08-04,222.789
2019-08-05,232.3
2019-08-06,225.729
2019-08-07,226.043
2019-08-08,220.55
2019-08-09,209.818
2019-08-10,206.324
2019-08-11,215.79
2019-08-12,210.972
2019-08-13,208.598
2019-08-14,186.382
2019-08-15,188.017
2019-08-16,185.578
2019-08-17,185.548
2019-08-18,194.706
2019-08-19,202.767
2019-08-20,196.718
2019-08-21,186.497
2019-08-22,191.596
2019-08-23,194.624
2019-08-24,191.114
2019-08-25,186.324
2019-08-26,188.57
2019-08-27,186.883
2019-08-28,173.176
2019-08-29,168.736
2019-08-30,168.372
2019-08-31,172.178
2019-09-01,171.211
2019-09-02,178.58
2019-09-03,179.234
2019-09-04,174.73
2019-09-05,174.542
2019-09-06,169.231
2019-09-07,178.287
2019-09-08,181.605
2019-09-09,181.388
2019-09-10,179.596
2019-09-11,178.059
2019-09-12,180.847
2019-09-13,181.513
2019-09-14,188.596
2019-09-15,189.444
2019-09-16,197.431
2019-09-17,209.288
2019-09-18,210.721
2019-09-19,221.562
2019-09-20,217.196
2019-09-21,215.5
2019-09-22,211.052
2019-09-23,201.227
2019-09-24,168.438
2019-09-25,169.847
2019-09-26,166.335
2019-09-27,174.084
2019-09-28,173.799
2019-09-29,169.853
2019-09-30,179.509
2019-10-01,176.635
2019-10-02,180.731
2019-10-03,175.467
2019-10-04,176.204
2019-10-05,176.185
2019-10-06,169.855
2019-10-07,181.002
2019-10-08,180.669
2019-10-09,194.229
2019-10-10,191.574
2019-10-11,180.902
2019-10-12,180.32
2019-10-13,181.475
2019-10-14,186.521
2019-10-15,180.283
2019-10-16,174.996
2019-10-17,177.07
2019-10-18,173.131
2019-10-19,171.613
2019-10-20,175.188
2019-10-21,174.198
2019-10-22,171.262
2019-10-23,161.324
2019-10-24,161.024
2019-10-25,181.162
2019-10-26,179.721
2019-10-27,184.572
2019-10-28,182.814
2019-10-29,190.83
2019-10-30,183.277
2019-10-31,182.431
2019-11-01,183.362
2019-11-02,182.999
2019-11-03,181.907
2019-11-04,186.034
2019-11-05,189.217
2019-11-06,191.557
2019-11-07,186.771
2019-11-08,184.038
2019-11-09,184.963
2019-11-10,189.045
2019-11-11,184.419
2019-11-12,186.578
2019-11-13,188.033
2019-11-14,184.766
2019-11-15,179.99
2019-11-16,182.287
2019-11-17,183.83
2019-11-18,178.062
2019-11-19,175.435
2019-11-20,174.41
2019-11-21,160.728
2019-11-22,149.776
2019-11-23,152.327
2019-11-24,141.577
2019-11-25,146.562
2019-11-26,147.943
2019-11-27,153.248
2019-11-28,151.01
2019-11-29,154.256
2019-11-30,152.016
2019-12-01,151.38
2019-12-02,149.053
2019-12-03,147.465
2019-12-04,145.697
2019-12-05,148.022
2019-12-06,148.7
2019-12-07,147.515
2019-12-08,150.838
2019-12-09,147.375
2019-12-10,145.696
2019-12-11,143.13
2019-12-12,144.734
2019-12-13,144.6
2019-12-14,141.842
2019-12-15,142.305
2019-12-16,132.38
2019-12-17,121.506
2019-12-18,132.884
2019-12-19,127.845
2019-12-20,128.218
2019-12-21,127.097
2019-12-22,132.06
2019-12-23,127.814
2019-12-24,127.656
2019-12-25,124.881
2019-12-26,125.308
2019-12-27,126.182
2019-12-28,128.038
2019-12-29,134.639
2019-12-30,131.287
2019-12-31,128.511
2020-01-01,129.964
2020-01-02,126.731
2020-01-03,133.801
2020-01-04,134.05
2020-01-05,134.982
2020-01-06,143.989
2020-01-07,143.249
2020-01-08,140.872
2020-01-09,137.474
2020-01-10,143.789
2020-01-11,142.846
2020-01-12,145.447
2020-01-13,143.91
2020-01-14,166.048
2020-01-15,165.854
2020-01-16,164.053
2020-01-17,171.034
2020-01-18,175.075
2020-01-19,166.792
2020-01-20,166.927
2020-01-21,169.172
2020-01-22,167.545
2020-01-23,162.157
2020-01-24,162.248
2020-01-25,160.521
2020-01-26,167.159
2020-01-27,169.934
2020-01-28,175.276
2020-01-29,174.677
2020-01-30,184.257
2020-01-31,180.164
2020-02-01,183.563
2020-02-02,188.398
2020-02-03,189.342
2020-02-04,188.277
2020-02-05,205.125
2020-02-06,212.85
2020-02-07,222.863
2020-02-08,223.973
2020-02-09,228.467
2020-02-10,224.14
2020-02-11,237.65
2020-02-12,266.649
2020-02-13,267.94
2020-02-14,284.831
2020-02-15,265.034
2020-02-16,261.129
2020-02-17,266.608
2020-02-18,283.565
2020-02-19,261.077
2020-02-20,258.632
2020-02-21,265.909
2020-02-22,261.763
2020-02-23,274.98
2020-02-24,264.367
2020-02-25,248.537
2020-02-26,225.707
2020-02-27,226.399
2020-02-28,228.674
2020-02-29,220.102
2020-03-01,218.624
2020-03-02,231.195
2020-03-03,224.284
2020-03-04,224.156
2020-03-05,227.814
2020-03-06,244.33
2020-03-07,238.06
2020-03-08,202.766
2020-03-09,200.151
2020-03-10,200.851
2020-03-11,194.236
2020-03-12,110.328
2020-03-13,134.76
2020-03-14,122.078
2020-03-15,123.755
2020-03-16,110.349
2020-03-17,117.783
2020-03-18,117.683
2020-03-19,137.358
2020-03-20,131.532
2020-03-21,132.512
2020-03-22,122.442
2020-03-23,135.59
2020-03-24,139.415
2020-03-25,136.096
2020-03-26,138.608
2020-03-27,133.682
2020-03-28,131.028
2020-03-29,125.179
2020-03-30,132.902
2020-03-31,133.508
2020-04-01,135.855
2020-04-02,141.152
2020-04-03,141.727
2020-04-04,144.336
2020-04-05,142.973
2020-04-06,169.61
2020-04-07,164.217
2020-04-08,173.295
2020-04-09,170.284
2020-04-10,157.551
2020-04-11,158.432
2020-04-12,160.649
2020-04-13,157.199
2020-04-14,159.006
2020-04-15,152.951
2020-04-16,172.97
2020-04-17,172.232
2020-04-18,188.109
2020-04-19,181.231
2020-04-20,171.014
2020-04-21,171.489
2020-04-22,182.582
2020-04-23,185.646
2020-04-24,187.622
2020-04-25,193.785
2020-04-26,197.062
2020-04-27,196.566
2020-04-28,197.466
2020-04-29,215.384
2020-04-30,206.885
2020-05-01,212.714
2020-05-02,214.134
2020-05-03,210.091
2020-05-04,206.962
2020-05-05,204.885
2020-05-06,202.736
2020-05-07,212.991
2020-05-08,212.413
2020-05-09,210.775
2020-05-10,187.542
2020-05-11,185.715
2020-05-12,189.818
2020-05-13,199.938
2020-05-14,203.533
2020-05-15,195.122
2020-05-16,200.82
2020-05-17,207.073
2020-05-18,214.748
2020-05-19,213.82
2020-05-20,209.805
2020-05-21,198.918
2020-05-22,207.064
2020-05-23,206.906
2020-05-24,202.376
2020-05-25,204.292
2020-05-26,200.86
2020-05-27,207.498
2020-05-28,219.379
2020-05-29,220.785
2020-05-30,243.572
2020-05-31,231.444
2020-06-01,249.075
2020-06-02,237.18
2020-06-03,243.934
2020-06-04,243.648
2020-06-05,240.313
2020-06-06,242.02
2020-06-07,244.385
2020-06-08,245.968
2020-06-09,244.326
2020-06-10,247.705
2020-06-11,230.904
2020-06-12,237.162
2020-06-13,238.09
2020-06-14,232.137
2020-06-15,231.198
2020-06-16,235.137
2020-06-17,233.688
2020-06-18,231.331
2020-06-19,228.778
2020-06-20,228.92
2020-06-21,227.579
2020-06-22,243.221
2020-06-23,242.921
2020-06-24,234.824
2020-06-25,232.421
2020-06-26,229.694
2020-06-27,220.699
2020-06-28,224.443
2020-06-29,228.02
2020-06-30,225.723
2020-07-01,231.146
2020-07-02,226.702
2020-07-03,225.099
2020-07-04,228.866
2020-07-05,227.667
2020-07-06,241.179
2020-07-07,239.013
2020-07-08,246.844
2020-07-09,241.652
2020-07-10,241.034
2020-07-11,239.307
2020-07-12,241.31
2020-07-13,239.326
2020-07-14,240.639
2020-07-15,238.381
2020-07-16,233.55
2020-07-17,232.845
2020-07-18,235.91
2020-07-19,239.358
2020-07-20,236.361
2020-07-21,245.251
2020-07-22,264.199
2020-07-23,275.224
2020-07-24,279.908
2020-07-25,305.402
2020-07-26,311.04
2020-07-27,323.234
2020-07-28,318.016
2020-07-29,318.026
2020-07-30,335.964
2020-07-31,346.18
2020-08-01,387.186
2020-08-02,372.181
2020-08-03,385.488
2020-08-04,390.663
2020-08-05,400.601
2020-08-06,393.996
2020-08-07,380.33
2020-08-08,392.36
2020-08-09,389.183
2020-08-10,395.408
2020-08-11,379.111
2020-08-12,387.208
2020-08-13,424.799
2020-08-14,438.077
2020-08-15,432.609
2020-08-16,432.939
2020-08-17,432.841
2020-08-18,423.346
2020-08-19,406.879
2020-08-20,416.26
2020-08-21,387.241
2020-08-22,395.913
2020-08-23,391.948
2020-08-24,408.792
2020-08-25,383.605
2020-08-26,386.344
2020-08-27,382.349
2020-08-28,395.04
2020-08-29,400.368
2020-08-30,428.196
2020-08-31,436.091
2020-09-01,480.749
2020-09-02,441.214
2020-09-03,383.543
2020-09-04,386.669
2020-09-05,331.42
2020-09-06,353.227
2020-09-07,352.806
2020-09-08,336.717
2020-09-09,352.054
2020-09-10,367.381
2020-09-11,373.967
2020-09-12,386.216
2020-09-13,365.642
2020-09-14,375.801
2020-09-15,363.937
2020-09-16,365.322
2020-09-17,389.446
2020-09-18,382.262
2020-09-19,385.247
2020-09-20,371.207
2020-09-21,342.456
2020-09-22,343.504
2020-09-23,320.589
2020-09-24,349.144
2020-09-25,351.714
2020-09-26,354.601
2020-09-27,356.122
2020-09-28,355.46
2020-09-29,359.701
2020-09-30,359.977
2020-10-01,352.361
2020-10-02,345.801
2020-10-03,346.653
2020-10-04,352.339
2020-10-05,353.192
2020-10-06,340.104
2020-10-07,341.16
2020-10-08,350.527
2020-10-09,366.248
2020-10-10,371.283
2020-10-11,374.145
2020-10-12,387.671
2020-10-13,381.544
2020-10-14,378.829
2020-10-15,377.503
2020-10-16,366.3
2020-10-17,368.318
2020-10-18,377.922
2020-10-19,379.463
2020-10-20,368.844
2020-10-21,392.473
2020-10-22,414.436
2020-10-23,409.34
2020-10-24,412.269
2020-10-25,406.743
2020-10-26,394.011
2020-10-27,404.045
2020-10-28,388.903
2020-10-29,386.788
2020-10-30,383.596
2020-10-31,386.585
2020-11-01,395.578
2020-11-02,383.848
2020-11-03,388.548
2020-11-04,401.796
2020-11-05,416.997
2020-11-06,456.448
2020-11-07,436.772
2020-11-08,455.376
2020-11-09,444.548
2020-11-10,451.502
2020-11-11,464.216
2020-11-12,462.866
2020-11-13,476.571
2020-11-14,462.551
2020-11-15,449.346
2020-11-16,462.255
2020-11-17,482.695
2020-11-18,479.492
2020-11-19,471.15
2020-11-20,509.563
2020-11-21,547.353
2020-11-22,565.131
2020-11-23,607.214
2020-11-24,604.574
2020-11-25,568.247
2020-11-26,518.397
2020-11-27,517.042
2020-11-28,540.829
2020-11-29,574.874
2020-11-30,613.469
2020-12-01,588.252
2020-12-02,598.926
2020-12-03,617.554
2020-12-04,572.177
2020-12-05,594.916
2020-12-06,602.247
2020-12-07,591.82
2020-12-08,554.319
2020-12-09,574.214
2020-12-10,560.45
2020-12-11,545.484
2020-12-12,568.545
2020-12-13,590.523
2020-12-14,586.47
2020-12-15,589.001
2020-12-16,636.205
2020-12-17,642.788
2020-12-18,652.01
2020-12-19,659.714
2020-12-20,638.562
2020-12-21,612.546
2020-12-22,634.176
2020-12-23,588.509
2020-12-24,611.894
2020-12-25,625.84
2020-12-26,635.807
2020-12-27,688.481
2020-12-28,730.518
2020-12-29,731.936
2020-12-30,751.208
2020-12-31,739.026
2021-01-01,730.914
2021-01-02,775.297
2021-01-03,990.365
2021-01-04,1030.32
2021-01-05,1101.56
2021-01-06,1199.35
2021-01-07,1220.21
2021-01-08,1219.88
2021-01-09,1286.97
2021-01-10,1265.44
2021-01-11,1082.91
2021-01-12,1038.84
2021-01-13,1127.93
2021-01-14,1212.62
2021-01-15,1167.65
2021-01-16,1231.51
2021-01-17,1242.05
2021-01-18,1252.16
2021-01-19,1386.09
2021-01-20,1367.82
2021-01-21,1132.69
2021-01-22,1235.37
2021-01-23,1232.76
2021-01-24,1387.23
2021-01-25,1325.61
2021-01-26,1361.85
2021-01-27,1245.94
2021-01-28,1341.77
2021-01-29,1383.41
2021-01-30,1379.87
2021-01-31,1317.35
2021-02-01,1369.95
2021-02-02,1524.17
2021-02-03,1659.52
2021-02-04,1608.4
2021-02-05,1720.48
2021-02-06,1683.71
2021-02-07,1616.04
2021-02-08,1743.54
2021-02-09,1770.83
2021-02-10,1748.21
2021-02-11,1785.58
2021-02-12,1846.45
2021-02-13,1819.41
2021-02-14,1811.57
2021-02-15,1787.53
2021-02-16,1780.62
2021-02-17,1845.24
2021-02-18,1932.41
2021-02-19,1961.02
2021-02-20,1912.8
2021-02-21,1933.88
2021-02-22,1771.21
2021-02-23,1563.05
2021-02-24,1616.56
2021-02-25,1491.46
2021-02-26,1442.3
2021-02-27,1454.03
2021-02-28,1425.39
2021-03-01,1563.24
2021-03-02,1489.88
2021-03-03,1584.07
2021-03-04,1538.02
2021-03-05,1530.84
2021-03-06,1659.84
2021-03-07,1719.16
2021-03-08,1826.13
2021-03-09,1862.03
2021-03-10,1803.42
2021-03-11,1827.71
2021-03-12,1768.5
2021-03-13,1927.21
2021-03-14,1874.15
2021-03-15,1796.91
2021-03-16,1796.95
2021-03-17,1818.87
2021-03-18,1781.65
2021-03-19,1810.37
2021-03-20,1812.74
2021-03-21,1784.73
2021-03-22,1689.11
2021-03-23,1671.75
2021-03-24,1586.88
2021-03-25,1588.93
2021-03-26,1695.67
2021-03-27,1718.12
2021-03-28,1685.16
2021-03-29,1811.14
2021-03-30,1840.87
2021-03-31,1916.88
2021-04-01,1971.24
2021-04-02,2134.07
2021-04-03,2025.15
2021-04-04,2077.4
2021-04-05,2099.53
2021-04-06,2116.9
2021-04-07,1985.4
2021-04-08,2078.55
2021-04-09,2066.05
2021-04-10,2130.19
2021-04-11,2144.37
2021-04-12,2142.83
2021-04-13,2297.89
2021-04-14,2430.3
2021-04-15,2519.58
2021-04-16,2428.35
2021-04-17,2342.16
2021-04-18,2243.48
2021-04-19,2168.63
2021-04-20,2328.51
2021-04-21,2364
2021-04-22,2419.71
2021-04-23,2357.13
2021-04-24,2236.59
2021-04-25,2300.56
2021-04-26,2526.06
2021-04-27,2646.35
2021-04-28,2740.23
2021-04-29,2760.51
2021-04-30,2770.29
2021-05-01,2949.32
2021-05-02,2952.48
2021-05-03,3430.65
2021-05-04,3274.89
2021-05-05,3525.92
2021-05-06,3500.54
2021-05-07,3482.63
2021-05-08,3886.77
2021-05-09,3916.08
2021-05-10,3954.28
2021-05-11,4155.77
2021-05-12,3975.5
2021-05-13,3687.16
2021-05-14,4086.71
2021-05-15,3672.6
2021-05-16,3565.84
2021-05-17,3280.03
2021-05-18,3368.24
2021-05-19,2535.74
2021-05-20,2777.93
2021-05-21,2413.98
2021-05-22,2320.84
2021-05-23,2105.6
2021-05-24,2626.17
2021-05-25,2696.59
2021-05-26,2868.72
2021-05-27,2743.1
2021-05-28,2415.3
2021-05-29,2288.86
2021-05-30,2391.71
2021-05-31,2699.21
2021-06-01,2626.2
2021-06-02,2713.16
2021-06-03,2858.6
2021-06-04,2689.28
2021-06-05,2604.97
2021-06-06,2706.1
2021-06-07,2600.16
2021-06-08,2519.06
2021-06-09,2605.63
2021-06-10,2481.38
2021-06-11,2345.03
2021-06-12,2380.84
2021-06-13,2504.65
2021-06-14,2577.04
2021-06-15,2552.74
2021-06-16,2361
2021-06-17,2368.39
2021-06-18,2224.58
2021-06-19,2174.75
2021-06-20,2242.66
2021-06-21,1900.39
2021-06-22,1867.62
2021-06-23,1962.11
2021-06-24,1986.67
2021-06-25,1817.85
2021-06-26,1801.98
2021-06-27,1964.52
2021-06-28,2079.28
2021-06-29,2169.99
2021-06-30,2272.27
2021-07-01,2114.56
2021-07-02,2150
2021-07-03,2215.9
2021-07-04,2325.92
2021-07-05,2218.63
2021-07-06,2318.11
2021-07-07,2317.08
2021-07-08,2118.92
2021-07-09,2153.77
2021-07-10,2117.06
2021-07-11,2140.19
2021-07-12,2033.03
2021-07-13,1939.64
2021-07-14,1992.44
2021-07-15,1912.87
2021-07-16,1878.11
2021-07-17,1896.97
2021-07-18,1892.69
2021-07-19,1822.21
2021-07-20,1785.33
2021-07-21,1985.49
2021-07-22,2020.92
2021-07-23,2112.72
2021-07-24,2179.34
2021-07-25,2187.44
2021-07-26,2241.16
2021-07-27,2286.23
2021-07-28,2297.03
2021-07-29,2384.45
2021-07-30,2451.3
2021-07-31,2544.38
2021-08-01,2563.74
2021-08-02,2619.04
2021-08-03,2512.92
2021-08-04,2727.93
2021-08-05,2825.54
2021-08-06,2888.03
2021-08-07,3143.38
2021-08-08,3027.35
2021-08-09,3158.27
2021-08-10,3141.72
2021-08-11,3168.56
2021-08-12,3038.06
2021-08-13,3316.48
2021-08-14,3268.96
2021-08-15,3310.73
2021-08-16,3157.77
2021-08-17,3020.57
2021-08-18,3041.32
2021-08-19,3173.97
2021-08-20,3278.22
2021-08-21,3234.71
2021-08-22,3245.89
2021-08-23,3322.64
2021-08-24,3183.61
2021-08-25,3228.7
2021-08-26,3120.6
2021-08-27,3270.01
2021-08-28,3242.67
2021-08-29,3230.91
2021-08-30,3238.36
2021-08-31,3431.95
2021-09-01,3793.83
2021-09-02,3791.9
2021-09-03,3918.58
2021-09-04,3886.23
2021-09-05,3954.62
2021-09-06,3928.83
2021-09-07,3432.85
2021-09-08,3507.78
2021-09-09,3432.86
2021-09-10,3204.18
2021-09-11,3259.21
2021-09-12,3417.72
2021-09-13,3289.55
2021-09-14,3419.68
2021-09-15,3591.06
2021-09-16,3567.72
2021-09-17,3396.52
2021-09-18,3425.02
2021-09-19,3319.99
2021-09-20,2965.37
2021-09-21,2745.85
2021-09-22,3063.72
2021-09-23,3147.5
2021-09-24,2932.56
2021-09-25,2932.5
2021-09-26,3048.6
2021-09-27,2952.5
2021-09-28,2815.59
2021-09-29,2843.27
2021-09-30,3001.53
2021-10-01,3299.44
2021-10-02,3393.86
2021-10-03,3420.44
2021-10-04,3391.62
2021-10-05,3520.41
2021-10-06,3588.43
2021-10-07,3589.31
2021-10-08,3561.09
2021-10-09,3579.87
2021-10-10,3432
2021-10-11,3519.57
2021-10-12,3491.26
2021-10-13,3597.56
2021-10-14,3786.54
2021-10-15,3861.71
2021-10-16,3836.77
2021-10-17,3836.4
2021-10-18,3746.07
2021-10-19,3875.04
2021-10-20,4153.39
2021-10-21,4065.17
2021-10-22,3975.54
2021-10-23,4159.58
2021-10-24,4076.59
2021-10-25,4214.41
2021-10-26,4130.63
2021-10-27,3947.62
2021-10-28,4278.77
2021-10-29,4413.19
2021-10-30,4311.34
2021-10-31,4293.97
2021-11-01,4325.79
2021-11-02,4586.38
2021-11-03,4598.85
2021-11-04,4535.6
2021-11-05,4476.9
2021-11-06,4511.64
2021-11-07,4609.29
2021-11-08,4811.16
2021-11-09,4735.7
2021-11-10,4619.96
2021-11-11,4727.75
2021-11-12,4662.76
2021-11-13,4644.94
2021-11-14,4609.52
2021-11-15,4569.41
2021-11-16,4234.13
2021-11-17,4265.6
2021-11-18,3985.67
2021-11-19,4291.29
2021-11-20,4413.14
2021-11-21,4310.08
2021-11-22,4096.77
2021-11-23,4348.16
2021-11-24,4261.97
2021-11-25,4526.04
2021-11-26,4052.01
2021-11-27,4086.92
2021-11-28,4291.08
2021-11-29,4448.41
2021-11-30,4645.05
2021-12-01,4584.53
2021-12-02,4527.54
2021-12-03,4232.93
2021-12-04,4097.76
2021-12-05,4190.58
2021-12-06,4341.94
2021-12-07,4303.76
2021-12-08,4427.31
2021-12-09,4157.29
2021-12-10,3931.61
2021-12-11,4079.58
2021-12-12,4140.99
2021-12-13,3788.08
2021-12-14,3850.76
2021-12-15,4015.64
2021-12-16,3973.45
2021-12-17,3885.43
2021-12-18,3965.87
2021-12-19,3937.57
2021-12-20,3939.67
2021-12-21,4029
2021-12-22,3984.71
2021-12-23,4101.85
2021-12-24,4045.16
2021-12-25,4099.92
2021-12-26,4070.35
2021-12-27,4044.39
2021-12-28,3806.11
2021-12-29,3638.66
2021-12-30,3708.04
2021-12-31,3686.95
2022-01-01,3761.06
2022-01-02,3832.37
2022-01-03,3765.44
2022-01-04,3796.64
2022-01-05,3545.76
2022-01-06,3413.24
2022-01-07,3190.13
2022-01-08,3092.88
2022-01-09,3154.84
2022-01-10,3079.87
2022-01-11,3241.95
2022-01-12,3372.85
2022-01-13,3253.07
2022-01-14,3308.72
2022-01-15,3334.45
2022-01-16,3356.33
2022-01-17,3211.12
2022-01-18,3165.8
2022-01-19,3105.42
2022-01-20,3011.88
2022-01-21,2565.06
2022-01-22,2400.83
2022-01-23,2533.49
2022-01-24,2439.12
2022-01-25,2458.38
2022-01-26,2467.11
2022-01-27,2412.62
2022-01-28,2545.55
2022-01-29,2593.2
2022-01-30,2610.56
2022-01-31,2686.27
2022-02-01,2795.58
2022-02-02,2686.65
2022-02-03,2670.65
2022-02-04,2969.93
2022-02-05,3017.61
2022-02-06,3049.37
2022-02-07,3145.37
2022-02-08,3126.63
2022-02-09,3241.72
2022-02-10,3080.57
2022-02-11,2924.08
2022-02-12,2910.84
2022-02-13,2880.7
2022-02-14,2936.3
2022-02-15,3175.26
2022-02-16,3140.53
2022-02-17,2887.98
2022-02-18,2784.72
2022-02-19,2757.6
2022-02-20,2636.39
2022-02-21,2578.87
2022-02-22,2636.23
2022-02-23,2591.79
2022-02-24,2594.05
2022-02-25,2788.59
2022-02-26,2777.68
2022-02-27,2614.48
2022-02-28,2914.47
2022-03-01,2969.53
2022-03-02,2954.66
2022-03-03,2836.95
2022-03-04,2617.82
2022-03-05,2662.89
2022-03-06,2557.9
2022-03-07,2501
2022-03-08,2577.76
2022-03-09,2726.97
2022-03-10,2611.41
2022-03-11,2562.61
2022-03-12,2578.18
2022-03-13,2516.49
2022-03-14,2589.38
2022-03-15,2621.24
2022-03-16,2768.92
2022-03-17,2816.07
2022-03-18,2945.91
2022-03-19,2948.83
2022-03-20,2861.82
2022-03-21,2898.31
2022-03-22,2976.63
2022-03-23,3021.13
2022-03-24,3110.07
2022-03-25,3104.46
2022-03-26,3145.64
2022-03-27,3288.74
2022-03-28,3346.48
2022-03-29,3398.67
2022-03-30,3389.05
2022-03-31,3281.79
2022-04-01,3446.52
2022-04-02,3451.97
2022-04-03,3521.53
2022-04-04,3525.41
2022-04-05,3425.35
2022-04-06,3183.7
2022-04-07,3238.19
2022-04-08,3185.77
2022-04-09,3257.96
2022-04-10,3218.13
2022-04-11,2985.3
2022-04-12,3027.96
2022-04-13,3118.54
2022-04-14,3019.79
2022-04-15,3039.33
2022-04-16,3065.66
2022-04-17,2996.53
2022-04-18,3058.25
2022-04-19,3104.38
2022-04-20,3078.54
